Age,Gender,Student,Non-student,Internship_Experience,Year_of_Study,Marital_Status,Work_Experience,Internet_Availability,Research_Experience,Availability,Language_Proficiency,Hours_Dedicated,Continent,Soft_Skills,Internship_success
30,Non-Binary,False,True,4,-1,Divorced,9,Dial-Up,3,Flexible,Intermediate,31,Asia,Excellent,1
18,Female,False,True,0,-1,Divorced,3,High-Speed,3,Part-time,Advanced,25,Antarctica,Poor,1
19,Non-Binary,False,True,5,-1,Widowed,8,None,2,Flexible,Native,19,Asia,Good,1
35,Male,False,True,1,-1,Widowed,8,None,4,Part-time,Beginner,29,Europe,Good,1
30,Male,False,True,2,-1,Widowed,8,High-Speed,4,Part-time,Native,36,Europe,Poor,0
45,Female,False,True,3,-1,Divorced,9,High-Speed,4,Part-time,Beginner,29,Antarctica,Poor,1
25,Male,False,True,3,-1,Married,7,None,2,Flexible,Native,30,Antarctica,Good,1
49,Female,False,True,3,-1,Divorced,3,None,3,Full-time,Native,21,Africa,Poor,1
44,Non-Binary,False,True,0,-1,Single,5,Dial-Up,3,Flexible,Beginner,33,Africa,Excellent,1
32,Male,False,True,4,-1,Widowed,0,Dial-Up,3,Full-time,Intermediate,29,Europe,Excellent,1
39,Non-Binary,False,True,3,-1,Married,4,High-Speed,2,Part-time,Native,37,South America,Average,0
40,Male,True,False,1,1,Married,1,Dial-Up,4,Full-time,Native,35,South America,Good,1
32,Male,True,False,4,3,Divorced,7,High-Speed,0,Part-time,Intermediate,38,Africa,Good,1
38,Female,True,False,4,2,Single,7,Dial-Up,4,Flexible,Native,7,Africa,Average,1
29,Female,False,True,2,-1,Married,9,Dial-Up,0,Part-time,Beginner,5,Australia,Average,0
38,Non-Binary,False,True,3,-1,Divorced,2,None,0,Full-time,Native,7,Australia,Excellent,1
43,Male,False,True,1,-1,Widowed,7,Dial-Up,3,Flexible,Advanced,27,South America,Average,1
28,Male,True,False,0,2,Divorced,8,None,1,Part-time,Native,38,Europe,Average,1
34,Male,True,False,0,2,Widowed,9,High-Speed,0,Flexible,Advanced,36,North America,Poor,1
32,Non-Binary,False,True,3,-1,Married,0,High-Speed,3,Flexible,Advanced,27,Africa,Excellent,1
49,Female,True,False,0,1,Widowed,2,None,1,Full-time,Native,18,South America,Average,1
33,Non-Binary,False,True,4,-1,Widowed,3,High-Speed,2,Full-time,Intermediate,18,South America,Poor,1
33,Non-Binary,True,False,4,4,Widowed,9,None,0,Part-time,Native,31,North America,Good,1
29,Male,True,False,5,4,Married,9,High-Speed,1,Full-time,Native,38,South America,Average,1
43,Non-Binary,False,True,2,-1,Widowed,4,Dial-Up,3,Part-time,Beginner,33,South America,Good,1
30,Female,True,False,2,1,Married,8,High-Speed,1,Part-time,Intermediate,33,North America,Poor,1
30,Male,False,True,5,-1,Single,9,Dial-Up,0,Flexible,Native,34,Australia,Average,1
39,Female,False,True,5,-1,Married,6,Dial-Up,1,Full-time,Intermediate,35,South America,Excellent,1
47,Male,False,True,0,-1,Single,2,High-Speed,2,Full-time,Beginner,33,Europe,Good,0
24,Male,True,False,5,4,Widowed,1,Dial-Up,2,Flexible,Intermediate,29,Europe,Poor,1
45,Non-Binary,True,False,4,3,Married,5,None,4,Part-time,Beginner,21,Africa,Excellent,1
27,Non-Binary,True,False,1,3,Divorced,3,High-Speed,2,Full-time,Native,19,Antarctica,Excellent,1
30,Female,False,True,3,-1,Married,9,High-Speed,1,Flexible,Advanced,36,South America,Good,1
45,Non-Binary,True,False,1,4,Married,5,Dial-Up,3,Flexible,Intermediate,28,South America,Average,0
33,Male,True,False,3,4,Widowed,4,High-Speed,4,Part-time,Native,32,Asia,Good,0
44,Female,True,False,1,2,Divorced,2,None,2,Flexible,Beginner,28,Africa,Poor,0
46,Female,False,True,3,-1,Married,9,Dial-Up,3,Flexible,Intermediate,39,Australia,Excellent,1
48,Female,True,False,5,3,Divorced,4,Dial-Up,2,Part-time,Native,29,North America,Poor,1
18,Non-Binary,True,False,3,1,Married,9,None,4,Flexible,Intermediate,26,Australia,Average,0
27,Female,True,False,2,1,Divorced,9,None,0,Flexible,Native,25,Antarctica,Good,1
49,Female,True,False,0,3,Widowed,6,Dial-Up,1,Part-time,Beginner,33,Africa,Good,1
47,Male,False,True,4,-1,Divorced,1,Dial-Up,4,Full-time,Advanced,28,Australia,Average,1
37,Male,False,True,2,-1,Widowed,7,High-Speed,2,Full-time,Intermediate,31,Africa,Good,1
19,Male,True,False,2,1,Single,5,High-Speed,3,Flexible,Intermediate,11,Europe,Excellent,1
43,Male,False,True,1,-1,Single,7,Dial-Up,3,Part-time,Beginner,39,Australia,Good,1
21,Non-Binary,True,False,4,1,Divorced,7,Dial-Up,3,Part-time,Beginner,17,South America,Good,1
26,Non-Binary,True,False,4,2,Widowed,1,None,4,Full-time,Intermediate,11,Africa,Excellent,1
30,Female,False,True,1,-1,Married,1,None,1,Part-time,Native,34,South America,Average,1
41,Male,False,True,1,-1,Married,4,High-Speed,2,Full-time,Advanced,35,Africa,Excellent,1
37,Female,True,False,5,2,Divorced,3,High-Speed,4,Full-time,Native,38,South America,Poor,1
39,Male,False,True,4,-1,Single,5,Dial-Up,4,Part-time,Beginner,19,Europe,Excellent,1
29,Female,False,True,4,-1,Married,3,None,4,Flexible,Advanced,35,South America,Average,1
28,Male,False,True,1,-1,Married,2,None,0,Part-time,Advanced,15,Europe,Excellent,1
29,Female,False,True,5,-1,Widowed,1,Dial-Up,3,Flexible,Beginner,25,Africa,Excellent,1
23,Non-Binary,True,False,4,2,Divorced,3,None,2,Full-time,Advanced,33,South America,Poor,0
42,Non-Binary,False,True,3,-1,Divorced,8,High-Speed,0,Part-time,Beginner,22,Australia,Average,1
43,Female,False,True,3,-1,Single,5,None,3,Flexible,Native,32,Africa,Poor,1
18,Non-Binary,True,False,4,4,Widowed,3,None,3,Full-time,Advanced,22,North America,Average,1
29,Female,True,False,4,1,Single,1,Dial-Up,4,Part-time,Native,15,Africa,Poor,0
49,Female,False,True,1,-1,Divorced,8,High-Speed,3,Flexible,Beginner,16,Australia,Excellent,0
40,Female,False,True,4,-1,Widowed,6,Dial-Up,1,Full-time,Beginner,9,South America,Good,0
39,Male,True,False,2,2,Widowed,8,None,3,Flexible,Beginner,31,Asia,Good,0
47,Female,True,False,2,4,Divorced,8,None,4,Part-time,Beginner,19,Antarctica,Average,0
46,Female,False,True,0,-1,Widowed,2,Dial-Up,2,Flexible,Native,11,South America,Poor,0
32,Male,True,False,5,1,Single,3,High-Speed,3,Flexible,Native,9,Europe,Excellent,1
28,Male,False,True,3,-1,Divorced,5,High-Speed,3,Part-time,Beginner,15,Antarctica,Excellent,1
37,Female,False,True,1,-1,Single,2,None,3,Flexible,Intermediate,23,Europe,Good,1
28,Non-Binary,True,False,0,2,Single,9,None,3,Part-time,Beginner,35,South America,Average,0
40,Female,False,True,4,-1,Single,1,Dial-Up,3,Part-time,Advanced,16,Antarctica,Good,0
39,Male,False,True,3,-1,Single,9,None,3,Full-time,Native,9,Europe,Poor,1
24,Male,True,False,4,2,Divorced,5,Dial-Up,1,Flexible,Native,13,Africa,Poor,1
28,Male,True,False,5,2,Divorced,6,None,0,Full-time,Native,21,Australia,Excellent,1
35,Male,False,True,0,-1,Widowed,3,Dial-Up,2,Flexible,Intermediate,17,Australia,Average,1
41,Female,False,True,2,-1,Married,8,High-Speed,0,Part-time,Beginner,30,Europe,Good,1
44,Female,False,True,4,-1,Married,7,None,4,Flexible,Beginner,16,North America,Poor,0
48,Non-Binary,False,True,4,-1,Widowed,1,High-Speed,3,Flexible,Beginner,23,Asia,Excellent,1
25,Non-Binary,False,True,1,-1,Married,6,Dial-Up,0,Flexible,Beginner,21,Europe,Poor,1
39,Male,False,True,3,-1,Divorced,9,None,4,Flexible,Beginner,36,Africa,Poor,0
23,Male,True,False,4,3,Married,9,Dial-Up,3,Part-time,Intermediate,9,Australia,Poor,0
39,Male,True,False,1,4,Single,5,High-Speed,2,Flexible,Native,36,Antarctica,Average,1
40,Female,False,True,4,-1,Single,5,None,4,Flexible,Intermediate,32,Australia,Good,0
39,Non-Binary,True,False,5,2,Married,8,Dial-Up,0,Flexible,Native,33,Australia,Average,1
39,Male,True,False,1,4,Divorced,6,High-Speed,0,Full-time,Advanced,9,South America,Poor,1
24,Non-Binary,False,True,4,-1,Married,9,None,3,Part-time,Native,29,Australia,Poor,1
46,Female,True,False,3,3,Widowed,1,Dial-Up,0,Full-time,Native,17,Africa,Good,0
45,Female,True,False,0,2,Divorced,6,None,0,Part-time,Native,19,North America,Excellent,0
26,Male,False,True,4,-1,Divorced,8,High-Speed,3,Part-time,Beginner,31,Australia,Average,1
47,Female,False,True,2,-1,Single,0,None,0,Part-time,Advanced,11,Africa,Excellent,1
49,Non-Binary,False,True,1,-1,Widowed,3,None,3,Full-time,Intermediate,10,Africa,Average,0
44,Female,True,False,0,2,Widowed,4,High-Speed,2,Flexible,Intermediate,30,South America,Good,0
46,Non-Binary,True,False,3,1,Divorced,5,High-Speed,2,Part-time,Native,13,North America,Good,1
46,Non-Binary,False,True,5,-1,Single,9,High-Speed,2,Flexible,Native,13,Europe,Poor,1
27,Non-Binary,True,False,5,1,Divorced,8,Dial-Up,3,Flexible,Advanced,35,Antarctica,Average,1
34,Non-Binary,False,True,5,-1,Single,7,None,1,Part-time,Intermediate,21,Asia,Poor,1
40,Female,True,False,0,1,Single,4,High-Speed,4,Full-time,Advanced,33,North America,Excellent,1
19,Female,False,True,0,-1,Married,2,Dial-Up,0,Part-time,Beginner,11,Antarctica,Good,1
30,Non-Binary,True,False,5,2,Divorced,0,Dial-Up,1,Full-time,Intermediate,15,Africa,Good,0
48,Male,True,False,1,3,Single,8,High-Speed,4,Full-time,Beginner,30,South America,Poor,1
20,Male,False,True,5,-1,Divorced,2,Dial-Up,2,Flexible,Beginner,22,Europe,Poor,0
28,Male,False,True,1,-1,Married,8,High-Speed,1,Part-time,Beginner,12,South America,Good,1
46,Non-Binary,True,False,4,4,Divorced,0,High-Speed,3,Part-time,Intermediate,28,Antarctica,Poor,1
46,Non-Binary,True,False,5,4,Single,9,Dial-Up,2,Flexible,Beginner,26,Europe,Good,1
23,Male,False,True,1,-1,Married,8,None,4,Flexible,Intermediate,9,Australia,Average,1
19,Non-Binary,False,True,3,-1,Divorced,6,High-Speed,4,Full-time,Native,21,Africa,Average,1
29,Female,True,False,3,2,Widowed,3,High-Speed,4,Full-time,Intermediate,28,Europe,Average,1
33,Male,False,True,4,-1,Widowed,1,Dial-Up,1,Flexible,Advanced,10,North America,Excellent,1
41,Female,True,False,4,2,Divorced,9,Dial-Up,2,Part-time,Beginner,8,South America,Average,0
37,Male,False,True,2,-1,Widowed,2,Dial-Up,4,Part-time,Advanced,23,North America,Excellent,0
24,Female,False,True,3,-1,Divorced,7,High-Speed,4,Flexible,Advanced,30,Africa,Good,0
45,Non-Binary,True,False,5,4,Divorced,4,None,2,Flexible,Beginner,24,South America,Average,0
21,Male,True,False,5,3,Married,1,High-Speed,0,Part-time,Beginner,38,Australia,Average,1
31,Female,True,False,5,1,Married,1,High-Speed,0,Part-time,Native,11,Africa,Good,1
29,Non-Binary,False,True,1,-1,Single,1,Dial-Up,1,Full-time,Native,31,Asia,Excellent,1
49,Female,True,False,0,2,Single,6,High-Speed,0,Full-time,Intermediate,26,Australia,Poor,1
20,Female,True,False,2,4,Single,5,High-Speed,4,Part-time,Intermediate,37,Asia,Poor,0
37,Non-Binary,True,False,5,3,Widowed,6,None,1,Part-time,Native,33,Africa,Average,1
45,Male,True,False,4,3,Widowed,0,None,0,Part-time,Native,9,South America,Good,0
18,Male,True,False,1,3,Married,1,None,1,Part-time,Native,23,North America,Average,1
42,Female,False,True,2,-1,Married,1,Dial-Up,3,Flexible,Intermediate,29,Australia,Poor,0
23,Male,False,True,3,-1,Divorced,7,High-Speed,3,Part-time,Advanced,5,Asia,Good,0
31,Female,False,True,0,-1,Divorced,8,High-Speed,2,Part-time,Native,10,Europe,Average,1
29,Male,False,True,0,-1,Single,7,None,2,Flexible,Intermediate,6,Asia,Good,0
18,Female,True,False,0,3,Widowed,7,Dial-Up,1,Full-time,Intermediate,13,Asia,Good,0
28,Male,True,False,1,4,Widowed,1,Dial-Up,4,Part-time,Intermediate,6,Australia,Excellent,1
22,Female,True,False,1,2,Married,6,High-Speed,3,Full-time,Intermediate,14,Europe,Poor,0
44,Female,False,True,2,-1,Widowed,1,Dial-Up,0,Flexible,Advanced,38,Antarctica,Average,1
49,Female,True,False,3,2,Married,2,Dial-Up,2,Part-time,Intermediate,24,Asia,Average,0
20,Female,True,False,4,2,Single,9,High-Speed,3,Flexible,Advanced,7,Asia,Good,1
29,Female,True,False,0,1,Single,5,Dial-Up,2,Part-time,Advanced,17,Africa,Excellent,1
18,Non-Binary,False,True,0,-1,Divorced,6,High-Speed,4,Part-time,Intermediate,34,Australia,Excellent,1
37,Non-Binary,True,False,2,1,Married,6,High-Speed,0,Flexible,Advanced,5,South America,Average,1
30,Non-Binary,True,False,3,3,Widowed,0,None,0,Part-time,Beginner,36,Europe,Poor,0
33,Male,True,False,1,3,Single,6,None,2,Full-time,Native,9,Asia,Average,1
25,Non-Binary,True,False,5,2,Single,3,Dial-Up,0,Full-time,Native,35,Asia,Average,1
20,Male,True,False,1,3,Married,6,Dial-Up,1,Flexible,Beginner,9,Asia,Average,0
45,Non-Binary,True,False,3,3,Divorced,1,None,3,Part-time,Advanced,32,Asia,Good,1
46,Male,True,False,0,2,Divorced,2,High-Speed,0,Part-time,Native,32,Africa,Average,1
41,Male,True,False,0,3,Single,7,Dial-Up,3,Part-time,Beginner,28,Africa,Average,0
21,Male,True,False,5,2,Single,8,None,0,Part-time,Intermediate,10,Asia,Average,0
38,Female,False,True,2,-1,Widowed,2,None,0,Part-time,Intermediate,28,Europe,Average,1
28,Female,False,True,5,-1,Single,8,High-Speed,0,Full-time,Native,16,North America,Good,1
25,Female,True,False,3,2,Married,5,None,3,Part-time,Intermediate,12,North America,Excellent,1
37,Non-Binary,False,True,0,-1,Married,2,None,2,Flexible,Intermediate,39,North America,Poor,1
20,Female,False,True,2,-1,Married,1,High-Speed,0,Full-time,Intermediate,34,Antarctica,Poor,1
49,Non-Binary,True,False,3,1,Widowed,5,None,1,Full-time,Advanced,9,Asia,Excellent,0
23,Non-Binary,False,True,4,-1,Widowed,6,Dial-Up,0,Flexible,Advanced,26,Antarctica,Good,1
29,Non-Binary,True,False,0,1,Widowed,7,None,2,Flexible,Advanced,22,South America,Good,0
44,Male,True,False,5,4,Divorced,8,High-Speed,2,Part-time,Intermediate,7,North America,Average,1
34,Non-Binary,False,True,4,-1,Single,5,High-Speed,4,Flexible,Intermediate,25,North America,Good,1
41,Non-Binary,False,True,5,-1,Divorced,8,High-Speed,1,Flexible,Native,32,North America,Poor,0
36,Male,True,False,2,4,Single,8,Dial-Up,3,Flexible,Beginner,7,Africa,Good,0
19,Non-Binary,False,True,5,-1,Single,7,None,1,Flexible,Intermediate,32,North America,Poor,1
45,Female,True,False,4,4,Widowed,7,High-Speed,2,Full-time,Intermediate,6,Asia,Average,0
21,Male,True,False,0,2,Divorced,3,None,1,Flexible,Intermediate,10,Africa,Good,1
42,Non-Binary,False,True,3,-1,Single,0,None,1,Full-time,Intermediate,14,Australia,Excellent,0
26,Male,False,True,3,-1,Divorced,1,None,4,Full-time,Intermediate,28,Africa,Average,1
44,Female,False,True,4,-1,Single,1,None,3,Full-time,Advanced,21,South America,Average,0
47,Male,False,True,0,-1,Single,0,None,2,Flexible,Beginner,39,Europe,Good,1
28,Non-Binary,False,True,5,-1,Married,7,Dial-Up,1,Full-time,Advanced,12,Antarctica,Poor,1
26,Male,False,True,4,-1,Widowed,3,Dial-Up,4,Flexible,Beginner,6,North America,Poor,1
46,Female,True,False,5,3,Widowed,8,High-Speed,4,Flexible,Beginner,20,Australia,Excellent,1
38,Male,False,True,4,-1,Single,5,None,4,Flexible,Beginner,29,South America,Average,0
35,Non-Binary,False,True,0,-1,Single,9,None,4,Flexible,Advanced,37,North America,Poor,1
35,Non-Binary,False,True,5,-1,Widowed,2,None,0,Part-time,Beginner,12,Asia,Poor,0
22,Male,True,False,4,1,Single,5,None,0,Full-time,Beginner,25,Asia,Poor,0
25,Male,False,True,5,-1,Single,2,High-Speed,0,Full-time,Intermediate,6,Africa,Excellent,1
26,Male,True,False,5,4,Widowed,0,High-Speed,1,Full-time,Advanced,14,Asia,Average,1
49,Non-Binary,True,False,3,2,Married,6,High-Speed,3,Full-time,Advanced,14,Africa,Excellent,0
18,Female,False,True,4,-1,Widowed,3,Dial-Up,1,Full-time,Native,39,Asia,Average,1
43,Non-Binary,True,False,3,3,Widowed,7,High-Speed,3,Flexible,Advanced,37,North America,Good,1
47,Non-Binary,True,False,4,3,Married,7,High-Speed,0,Flexible,Advanced,33,Asia,Excellent,1
47,Male,False,True,0,-1,Married,8,High-Speed,2,Part-time,Intermediate,36,North America,Poor,1
32,Female,False,True,2,-1,Divorced,2,Dial-Up,2,Flexible,Advanced,37,Australia,Excellent,0
47,Non-Binary,True,False,1,2,Divorced,7,Dial-Up,0,Part-time,Native,26,Africa,Poor,1
28,Non-Binary,False,True,0,-1,Divorced,7,Dial-Up,4,Flexible,Beginner,35,Europe,Poor,1
30,Male,True,False,3,1,Single,3,Dial-Up,1,Full-time,Advanced,13,Africa,Average,1
18,Female,True,False,1,1,Divorced,0,None,4,Part-time,Advanced,24,Asia,Good,1
48,Male,True,False,2,2,Widowed,1,None,0,Flexible,Native,18,Australia,Poor,1
31,Male,False,True,0,-1,Divorced,0,High-Speed,0,Part-time,Native,34,Australia,Average,1
25,Female,False,True,4,-1,Single,1,Dial-Up,2,Full-time,Advanced,35,Africa,Average,1
27,Male,True,False,0,2,Widowed,4,None,2,Part-time,Beginner,33,South America,Excellent,1
18,Male,False,True,0,-1,Single,8,None,3,Flexible,Intermediate,17,Australia,Average,0
24,Non-Binary,True,False,3,1,Divorced,5,High-Speed,1,Full-time,Native,21,Asia,Average,1
27,Male,False,True,0,-1,Divorced,2,None,4,Full-time,Advanced,6,Australia,Good,0
31,Non-Binary,False,True,5,-1,Married,7,Dial-Up,2,Flexible,Beginner,32,North America,Poor,0
34,Female,True,False,3,4,Single,3,None,1,Full-time,Advanced,22,Australia,Poor,1
44,Male,False,True,0,-1,Divorced,2,Dial-Up,2,Part-time,Beginner,38,South America,Excellent,1
48,Female,True,False,5,4,Widowed,5,Dial-Up,4,Part-time,Beginner,33,Africa,Average,1
20,Non-Binary,False,True,3,-1,Married,4,None,2,Flexible,Advanced,32,Europe,Average,1
39,Male,False,True,4,-1,Single,4,None,3,Flexible,Native,34,South America,Excellent,0
44,Female,True,False,2,1,Divorced,8,None,0,Part-time,Advanced,15,Antarctica,Good,1
46,Non-Binary,True,False,1,2,Widowed,8,None,1,Part-time,Advanced,10,Australia,Good,1
19,Female,True,False,4,2,Single,0,Dial-Up,1,Part-time,Intermediate,5,Europe,Excellent,0
20,Male,True,False,2,1,Single,9,Dial-Up,2,Flexible,Native,10,Antarctica,Average,0
49,Non-Binary,True,False,0,1,Single,0,None,3,Part-time,Advanced,29,Antarctica,Good,0
26,Male,False,True,2,-1,Single,5,High-Speed,3,Flexible,Beginner,19,Asia,Good,1
44,Non-Binary,True,False,5,3,Single,3,None,1,Part-time,Native,39,Australia,Excellent,1
46,Male,True,False,1,3,Married,2,High-Speed,2,Part-time,Intermediate,27,Africa,Good,1
27,Female,True,False,4,1,Divorced,2,None,2,Part-time,Beginner,35,Europe,Good,1
26,Non-Binary,False,True,3,-1,Single,0,High-Speed,0,Full-time,Native,29,Asia,Excellent,1
22,Female,True,False,0,1,Single,4,High-Speed,0,Full-time,Beginner,35,Africa,Excellent,1
25,Male,False,True,3,-1,Divorced,8,Dial-Up,3,Part-time,Advanced,15,South America,Excellent,0
47,Non-Binary,True,False,2,1,Divorced,5,High-Speed,2,Full-time,Beginner,34,Africa,Poor,1
18,Non-Binary,False,True,3,-1,Widowed,9,None,0,Flexible,Advanced,37,Africa,Poor,1
26,Male,False,True,3,-1,Widowed,3,Dial-Up,2,Part-time,Advanced,6,North America,Excellent,1
22,Female,False,True,2,-1,Single,3,High-Speed,2,Flexible,Intermediate,14,Antarctica,Excellent,0
26,Non-Binary,False,True,0,-1,Single,7,Dial-Up,0,Part-time,Intermediate,14,Africa,Good,1
44,Female,False,True,0,-1,Married,8,None,4,Flexible,Advanced,32,Europe,Good,1
32,Male,True,False,1,3,Widowed,9,None,1,Part-time,Advanced,27,North America,Poor,1
41,Female,False,True,3,-1,Widowed,7,High-Speed,1,Flexible,Beginner,7,Asia,Good,1
32,Male,False,True,4,-1,Single,9,Dial-Up,2,Part-time,Native,13,South America,Average,1
49,Female,True,False,5,2,Widowed,9,None,0,Full-time,Beginner,34,Asia,Good,0
27,Non-Binary,True,False,2,4,Widowed,4,None,4,Part-time,Native,32,Antarctica,Good,0
38,Male,False,True,5,-1,Single,7,None,4,Full-time,Native,21,Europe,Average,1
32,Male,False,True,0,-1,Widowed,4,High-Speed,3,Flexible,Native,21,Asia,Good,1
45,Male,False,True,4,-1,Divorced,6,High-Speed,2,Flexible,Native,28,South America,Average,1
40,Male,False,True,4,-1,Widowed,1,High-Speed,1,Flexible,Advanced,26,Asia,Good,1
31,Male,False,True,0,-1,Single,9,Dial-Up,2,Part-time,Native,26,Europe,Average,1
25,Non-Binary,True,False,5,4,Widowed,3,None,3,Flexible,Advanced,29,North America,Excellent,1
35,Male,True,False,5,1,Married,0,Dial-Up,1,Full-time,Native,30,Europe,Good,0
44,Male,True,False,1,3,Married,6,None,4,Flexible,Native,5,Africa,Poor,1
42,Female,False,True,2,-1,Widowed,1,Dial-Up,2,Part-time,Native,37,Australia,Excellent,1
34,Female,True,False,3,4,Divorced,9,None,3,Part-time,Intermediate,18,Asia,Poor,0
39,Non-Binary,True,False,5,2,Single,8,High-Speed,4,Full-time,Advanced,22,Asia,Poor,1
47,Non-Binary,False,True,3,-1,Divorced,3,None,0,Flexible,Intermediate,22,North America,Excellent,0
40,Male,True,False,2,3,Single,5,Dial-Up,3,Full-time,Native,31,South America,Poor,1
30,Male,True,False,5,4,Divorced,5,Dial-Up,0,Flexible,Native,36,North America,Good,1
18,Male,True,False,3,2,Divorced,9,High-Speed,4,Full-time,Advanced,9,Europe,Good,1
24,Male,True,False,0,3,Divorced,2,Dial-Up,0,Part-time,Native,25,Australia,Excellent,0
19,Male,False,True,5,-1,Divorced,3,High-Speed,4,Flexible,Native,16,Africa,Average,0
32,Male,True,False,1,2,Widowed,6,Dial-Up,0,Full-time,Native,5,South America,Average,0
37,Female,False,True,3,-1,Divorced,6,Dial-Up,1,Full-time,Advanced,5,North America,Poor,1
20,Non-Binary,True,False,5,1,Divorced,8,Dial-Up,4,Full-time,Beginner,14,North America,Excellent,1
39,Non-Binary,True,False,0,2,Single,6,Dial-Up,3,Part-time,Advanced,35,South America,Average,1
43,Female,True,False,4,2,Widowed,7,None,2,Flexible,Native,9,Antarctica,Poor,1
43,Female,True,False,4,4,Single,4,Dial-Up,1,Full-time,Intermediate,19,Antarctica,Good,0
24,Male,True,False,0,4,Single,3,High-Speed,1,Flexible,Beginner,38,North America,Good,1
47,Male,False,True,0,-1,Single,8,High-Speed,1,Flexible,Native,33,North America,Excellent,1
41,Male,False,True,5,-1,Widowed,0,None,4,Flexible,Intermediate,9,Europe,Excellent,0
18,Female,True,False,3,1,Widowed,0,Dial-Up,3,Part-time,Intermediate,37,Asia,Poor,0
46,Male,True,False,5,1,Widowed,7,High-Speed,2,Flexible,Advanced,28,Antarctica,Poor,1
21,Non-Binary,True,False,1,1,Married,6,None,4,Part-time,Beginner,11,North America,Average,0
28,Male,False,True,5,-1,Married,8,High-Speed,4,Part-time,Intermediate,28,Africa,Good,1
22,Female,True,False,0,1,Widowed,2,None,1,Part-time,Beginner,18,Asia,Excellent,1
28,Female,False,True,0,-1,Single,4,None,2,Full-time,Native,21,South America,Average,0
41,Male,False,True,3,-1,Widowed,0,None,1,Full-time,Intermediate,21,Australia,Poor,1
39,Male,False,True,0,-1,Single,7,None,0,Part-time,Advanced,17,Asia,Poor,1
43,Female,False,True,5,-1,Divorced,5,High-Speed,3,Full-time,Advanced,31,Asia,Average,1
46,Non-Binary,False,True,5,-1,Single,9,Dial-Up,0,Flexible,Beginner,18,Asia,Average,0
32,Female,True,False,1,2,Widowed,1,Dial-Up,2,Flexible,Intermediate,8,North America,Good,0
32,Male,False,True,1,-1,Married,1,Dial-Up,1,Full-time,Intermediate,22,North America,Excellent,0
24,Male,True,False,1,2,Widowed,5,High-Speed,0,Flexible,Intermediate,6,Europe,Good,1
49,Male,False,True,0,-1,Married,3,None,1,Full-time,Intermediate,10,South America,Good,1
38,Female,False,True,0,-1,Widowed,0,None,1,Full-time,Intermediate,35,Africa,Excellent,1
24,Female,False,True,5,-1,Married,9,High-Speed,4,Full-time,Advanced,17,Asia,Good,1
19,Female,False,True,5,-1,Divorced,0,None,4,Flexible,Beginner,25,Asia,Average,0
18,Female,False,True,4,-1,Widowed,1,Dial-Up,1,Part-time,Beginner,15,Antarctica,Average,0
34,Female,True,False,0,2,Divorced,6,None,1,Flexible,Advanced,38,Africa,Average,1
40,Female,True,False,5,1,Widowed,3,None,2,Part-time,Native,7,Australia,Good,1
21,Non-Binary,True,False,2,3,Single,2,None,0,Full-time,Intermediate,9,Europe,Poor,0
38,Male,True,False,2,1,Divorced,8,Dial-Up,2,Full-time,Native,31,South America,Poor,1
40,Male,True,False,0,4,Divorced,4,None,0,Full-time,Advanced,16,Australia,Good,0
36,Male,True,False,5,4,Single,6,High-Speed,4,Full-time,Native,26,North America,Good,1
33,Female,True,False,0,4,Widowed,3,Dial-Up,3,Full-time,Advanced,28,Antarctica,Poor,1
29,Female,False,True,5,-1,Single,6,High-Speed,1,Part-time,Advanced,14,South America,Excellent,1
48,Non-Binary,False,True,5,-1,Widowed,1,High-Speed,0,Part-time,Native,34,Europe,Excellent,1
29,Male,True,False,4,3,Divorced,9,Dial-Up,3,Flexible,Beginner,35,Africa,Excellent,1
29,Male,True,False,4,1,Widowed,7,Dial-Up,1,Full-time,Beginner,38,Africa,Good,1
26,Male,True,False,4,2,Divorced,3,None,2,Flexible,Beginner,31,Australia,Good,1
24,Female,False,True,5,-1,Single,5,High-Speed,4,Part-time,Advanced,10,Asia,Average,1
30,Non-Binary,False,True,5,-1,Married,1,Dial-Up,1,Flexible,Intermediate,16,South America,Average,0
34,Non-Binary,True,False,3,3,Widowed,8,Dial-Up,2,Part-time,Native,14,Antarctica,Good,1
28,Male,True,False,2,4,Married,4,High-Speed,1,Part-time,Intermediate,35,Asia,Poor,1
41,Male,False,True,4,-1,Single,1,None,1,Part-time,Intermediate,28,North America,Average,0
43,Non-Binary,False,True,0,-1,Married,3,None,2,Part-time,Native,26,Australia,Good,1
33,Female,False,True,4,-1,Married,1,Dial-Up,2,Part-time,Native,13,South America,Poor,1
36,Non-Binary,False,True,5,-1,Widowed,3,None,2,Flexible,Beginner,32,Asia,Average,1
24,Male,True,False,0,3,Single,0,Dial-Up,3,Part-time,Intermediate,35,North America,Excellent,1
21,Male,True,False,2,3,Single,0,Dial-Up,4,Part-time,Intermediate,6,Asia,Excellent,1
43,Non-Binary,True,False,1,1,Divorced,1,None,4,Full-time,Intermediate,14,North America,Poor,1
43,Male,False,True,4,-1,Single,3,Dial-Up,1,Flexible,Native,7,South America,Excellent,1
25,Female,False,True,3,-1,Married,1,Dial-Up,1,Flexible,Intermediate,11,Asia,Poor,1
25,Female,True,False,2,3,Married,9,High-Speed,4,Full-time,Intermediate,17,North America,Poor,0
30,Non-Binary,False,True,5,-1,Married,4,None,1,Full-time,Beginner,37,Antarctica,Good,1
